CP ID,Project Number,Project Category,Project Type,Project Name,Project Location,Description,Justification,Council District,Plan Cost,Estimated Cost,Actual Cost,Project Cost,Percent Spent,Estimated Start,Estimated End,Actual Start,Actual End,Status,Notes,Project SubType,Priority,Phase,PPA Number,x Coordinate,y Coordinate,Latitude,Longitude,Map URL,Mapped Location
855,PV-10455,Paving,Paving,JONES AVE - DOUGLAS AV - E TRINITY LN,JONES AVE - DOUGLAS AV - E TRINITY LN,Paving project: JONES AVE - DOUGLAS AV - E TRINITY LN,Paving project needed,05,140470.89,214799.45,155460.70,155460.70,100,2015,2015,04/28/2015,05/28/2015,Complete,Paving project on JONES AVE,New,Low,Complete,380-02015,1744667.12385319,680169.83329113,36.1995048,-86.75861927,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/855?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.1995048, -86.75861927)"
5261,,Traffic,Intersection Improvements,Highway 100 and Willoughby Way,HIGHWAY 100 At WILLOUGHBY WAY,Install/modify intersection control features,To provide traffic control features that will improve and make safer vehicular traffic and pedestrians when traversing through the intersection,34,27578.70,27578.70,26165.00,26165.00,0,,,03/16/2016,12/20/2016,Complete,Intersection improvements complete,Rehabilitation,Medium,Complete,169-03016,1696427.12166474,629393.88973017,36.0588909,-86.92048802,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5261?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.0588909, -86.92048802)"
4998,,Guardrail,Guardrail Repairs,Swinging Bridge Road - Paving Program,Swinging Bridge Road Between Old Hickory Boulevard And Dead End,Repair damaged guardrail,Repair damaged guardrail,11,16670.19,16670.19,16670.19,16670.19,100,,,10/28/2016,10/28/2016,Complete,Guardrail repairs are complete,Maintenance/Repairs,Medium,Complete,14-04016,1771232.26089898,708176.99348265,36.27696867,-86.66923622,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/4998?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.27696867, -86.66923622)"
2056,PV-12541,Paving,Paving,CEDARVIEW DR - DEAD END 200' S OF CEDARMONT DR - DEAD END,CEDARVIEW DR - DEAD END 200 S OF CEDARMONT DR - DEAD END,Paving project: CEDARVIEW DR - DEAD END 200' S OF CEDARMONT DR - DEAD END,Paving project needed,31,81600.00,63209.00,63736.00,63736.00,100,2016,2016,09/20/2016,11/03/2016,Complete,Paving project on CEDARVIEW DR,New,Low,Complete,393-02016,1759993.94292951,622839.06422414,36.04233745,-86.70525305,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2056?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.04233745, -86.70525305)"
2506,,Guardrail,Guardrail Repairs,Stewarts Ferry Pike/ McCrory Creek (Flagged),Stewarts Ferry Pk Over Mccrory Creek Between Hickory Bend Dr And Mccrory Creek Rd,Repair recommendations include installation of safety features,To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,14,18430.00,18430.00,18871.63,18871.63,100,,,02/20/2017,02/20/2017,Complete,Guardrail repairs are complete,Maintenance/Repairs,Medium,Complete,14-04016,1780707.66320796,664636.9240669,36.15754268,-86.6361315,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2506?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.15754268, -86.6361315)"
2068,PV-11076,Paving,Paving,CHAMBERLIN ST - DEAD END - ELKINS AVE,CHAMBERLIN ST - DEAD END - ELKINS AVE,Paving project: CHAMBERLIN ST - DEAD END - ELKINS AVE,Paving project needed,24,92650.00,90965.30,90101.24,90101.24,100,2016,2016,11/10/2016,12/01/2016,Complete,Paving project on CHAMBERLIN ST,New,Low,Complete,393-02016,1723509.49076942,661446.66944331,36.1476015,-86.82978606,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2068?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.1476015, -86.82978606)"
5740,,Culvert,Culvert Replacement,47 Vaughn's Gap Road,VAUGHNS GAP RD Between PARK LN And PERCY WARNER BLVD,"Culvert Replacement Project - The work will consist of removing existing 66â€ CMP pipe culvert and installing 12â€™ x 4â€™ concrete box culvert and backfill, gas line adjustments, water main adjustments, sanitary sewer adjustments, 18â€ RCP pipe culverts and headwalls, repaving the roadway, stabilizing roadway embankments, and restoring adjacent driveways.","""To address the recommendations identified by county wide culvert inspection program and to insure the safety of the traveling public",23,150000.00,150000.00,126896.70,126896.70,0,11/13/2017,04/27/2018,11/13/2017,04/27/2018,Complete,Roadway is open to traffic. Paving of roadway scheduled week of April 23,Replacement,Medium,Complete,249-04015,1706843.55245946,638399.09522849,36.08389845,-86.88552941,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5740?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.08389845, -86.88552941)"
1076,PV-10019,Paving,Paving,HART LN - ELLINGTON PW RAMP - HILLTOP LN,HART LN - ELLINGTON PW RAMP - PVMT JOINT PRIOR TO RR BRIDGE,Paving project: HART LN - ELLINGTON PW RAMP - HILLTOP LN,Paving project needed,08,285600.00,0.00,235880.15,235880.15,100,2014,2014,08/12/2014,09/12/2014,Complete,Paving project on HART LN,New,Low,Complete,342-02014,1750116.57946644,686502.71214914,36.21705837,-86.74058054,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1076?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.21705837, -86.74058054)"
5165,,Bridge,Maintenance and Repair Jobs,Old Hickory Boulevard/Sulpher Creek,On OLD HICKORY BLVD Over Sulphur Creek Between ASHLAND CITY HWY And OLD HYDES FERRY PIKE,"Install hazard markers, paddleboards, and remove drift",To repair jobs as listed by the TDOT inspection report,01,394.08,394.08,394.08,394.08,0,,,01/08/2016,01/08/2016,Complete,Maintenance and repairs jobs complete,Maintenance/Repairs,Medium,Complete,243-04015,1696689.81733246,684658.04045911,36.210702,-86.92135947,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5165?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.210702, -86.92135947)"
5789,,Bridge,Cut Vegetation/Remove Debris,Freeman Hollow Road - Service Request,On FREEMAN HOLLOW RD Between BAKER RD And FREEMAN HOLLOW CT,Debris Removal â€“ The work will consist of removing debris at the pier of the inlet end of the bridge and along the bridge deck,To address the removal of debris at the bridge as reported in a service request. The removal of debris will reduce the possibility of scour at the bridge abutments and pier.,10,1540.00,1540.00,2059.40,2059.40,0,06/01/2018,06/30/2018,04/18/2018,04/18/2018,Complete,Debris removal complete,Maintenance/Repairs,Low,Complete,199-04016,1746857.87025692,739601.76988202,36.3628064,-86.75274893,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5789?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.3628064, -86.75274893)"
5258,,Traffic,Intersection Improvements,Eastland and Chapel Intersection Improvements,EASTLAND AVENUE At CHAPEL AVENUE,Install/modify intersection control features,To provide traffic control features that will improve and make safer vehicular traffic and pedestrians when traversing through the intersection,06,169576.25,169576.25,0.00,169576.25,0,,"3rd quarter, 2017",02/25/2016,,In Progress,Intersection improvements under construction,Rehabilitation,Medium,Under Construction,152-03016,1751367.47765405,673983.7709613,36.18265279,-86.73575356,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5258?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.18265279, -86.73575356)"
1932,PV-18357,Paving,Paving,WOODLAND ST - S 5TH ST - S 6TH ST,WOODLAND ST - S 5TH ST - S 6TH ST,Paving project: WOODLAND ST - S 5TH ST - S 6TH ST,Paving project needed,06,24650.00,0.00,22513.38,22513.38,100,2014,2014,07/12/2014,08/12/2014,Complete,Paving project on WOODLAND ST,New,Low,Complete,342-02014,1743072.07383082,670246.33859829,36.17221183,-86.7637627,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1932?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.17221183, -86.7637627)"
2054,PV-12407,Paving,Paving,RICE RD - JOINT 220FT NE OF EDGE O LAKE - JOINT 1330FT NE OF EDGE O LAKE,RICE RD - JOINT 220 NE OF EDGE O LAKE - JOINT 1330 NE OF EDGE O LAKE,Paving project: RICE RD - JOINT 220FT NE OF EDGE O LAKE - JOINT 1330FT NE OF EDGE O LAKE,Paving project needed,32,42500.00,86424.50,81891.38,81891.38,100,2016,2016,10/24/2016,11/03/2016,Complete,Paving project on RICE RD,New,Low,Complete,393-02016,1777953.58125455,633698.24788148,36.07252689,-86.644795,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2054?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.07252689, -86.644795)"
1286,PV-10307,Paving,Paving,AMES DR - KINGS LN - DEAD END,AMES DR - KINGS LN - DEAD END,Paving project: AMES DR - KINGS LN - DEAD END,Paving project needed,01,62900.00,56147.80,53089.29,53089.29,100,2015,2015,09/20/2015,10/20/2015,Complete,Paving project on AMES DR,New,Low,Complete,380-02015,1725811.83606329,688666.19848495,36.22243618,-86.82276739,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1286?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.22243618, -86.82276739)"
260,PV-10263,Paving,Paving,AMALIE CT - AMALIE DR - CUL-DE-SAC,AMALIE CT - AMALIE DR - CUL-DE-SAC,Paving project: AMALIE CT - AMALIE DR - CUL-DE-SAC,Paving project needed,27,29376.74,48085.50,29635.05,29635.05,100,2015,2015,05/08/2015,06/08/2015,Complete,Paving project on AMALIE CT,New,Low,Complete,380-02015,1754666.95672944,626207.33363065,36.05148118,-86.72337723,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/260?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.05148118, -86.72337723)"
1279,PV-10440,Paving,Paving,LISCHEY AVE - DOUGLAS AV - E TRINITY LN,LISCHEY AVE - DOUGLAS AV - E TRINITY LN,Paving project: LISCHEY AVE - DOUGLAS AV - E TRINITY LN,Paving project needed,05,167450.00,206966.95,179470.28,179470.28,100,2015,2015,08/23/2015,09/23/2015,Complete,Paving project on LISCHEY AVE,New,Low,Complete,380-02015,1743594.70966198,680180.29764274,36.19951214,-86.76225378,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1279?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.19951214, -86.76225378)"
739,PV-11017,Paving,Paving,ASHLAWN CIR - CUL-DE-SAC - ASHLAWN DR,ASHLAWN CIR - CUL-DE-SAC - ASHLAWN DR,Paving project: ASHLAWN CIR - CUL-DE-SAC - ASHLAWN DR,Paving project needed,31,11050.00,0.00,19403.36,19403.36,100,2014,2014,07/11/2014,08/11/2014,Complete,Paving project on ASHLAWN CIR,New,Low,Complete,342-02014,1761059.1250773,625703.16663273,36.05022408,-86.70174153,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/739?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.05022408, -86.70174153)"
2292,,Bridge,Maintenance and Repair Jobs,Old Harding Pk/ Harpeth River,Old Harding Pk/ Harpeth River between Morton Mill Rd and Sawyer Brown Rd,"Repair cracks in asphalt overlay by sealing joints with hot poured elastic, Repair pothole, Clean expansion joints",To address the bridge maintenance recommendations that are identified from TDOT's inspection report and to ensure the safety of the traveling public,35,3785.00,3785.00,1339.97,1339.97,100,11/07/2016,05/10/2018,11/07/2016,05/10/2018,Complete,All repairs complete.,Maintenance/Repairs,Medium,Complete,12-04016,1689331.92962122,629651.98813139,36.05941418,-86.94449972,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2292?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.05941418, -86.94449972)"
1603,PV-10813,Paving,Paving,BELCOURT AVE - 21ST AV S - 24TH AV S,BELCOURT AVE - 21ST AV S - 24TH AV S,Paving project: BELCOURT AVE - 21ST AV S - 24TH AV S,Paving project needed,18,62050.00,52210.20,53885.27,53885.27,100,2015,2015,03/14/2016,04/14/2016,Complete,Paving project on BELCOURT AVE,New,Low,Complete,380-02015,1731375.20663915,657460.11107608,36.13683212,-86.80303505,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1603?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.13683212, -86.80303505)"
5497,PV-FL-18513,Paving,Paving,LOU CT - ROXANNE DR - CUL-DE-SAC,LOU CT - ROXANNE DR - CUL-DE-SAC,ROADWAY RESURFACING PAVING PROJECT ON 'LOU CT',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",31,15300.00,16079.00,15113.71,15113.71,0,,,,03/26/2018,Complete,PAVING PROJECT: 'LOU CT - ROXANNE DR - CUL-DE-SAC',New,Low,Complete,355-02017,1763737.5,625077.58333333,36.04856483,-86.69267132,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5497?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.04856483, -86.69267132)"
1344,PV-SPR-10141,Paving,Paving,SILVERLEAF CT - SILVERLEAF TER - CUL-DE-SAC,SILVERLEAF CT - SILVERLEAF TER - CUL-DE-SAC,"ROADWAY RESURFACING PAVING PROJECT ON 'SILVERLEAF CT'
ADDED PER DON/BEN 1-14-16","BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",35,10200.00,22584.50,15191.06,15191.06,0,2017,2017,04/02/2018,04/18/2018,Complete,PAVING PROJECT: 'SILVERLEAF CT - SILVERLEAF TER - CUL-DE-SAC',New,Low,Complete,355-02017,1683387.44754454,630968.0390584,36.06286098,-86.96465554,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1344?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.06286098, -86.96465554)"
2238,,Bridge,Maintenance and Repair Jobs,Factory St/ Brown's Creek,Factory St/ Brown's Creek between Lewis St and Creek St,"Cut vegetation, Concrete repairs",To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,17,8104.00,8104.00,4858.96,4858.96,100,,,09/04/2015,03/28/2016,Complete,Maintenance and repair jobs complete,Maintenance/Repairs,Medium,Complete,243-04015,1744559.00912747,658695.30373231,36.140514,-86.75842169,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2238?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.140514, -86.75842169)"
2201,,Guardrail,Guardrail Signs,Chutney Dr/ Branch,Chutney Dr Over Branch Between Pin Hook Rd And Greystone St,"Installation of safety features, paddleboards",To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,33,405.00,405.00,405.00,405.00,100,,,06/15/2016,06/15/2016,Complete,Installation of paddleboards are complete,New,Medium,Complete,14-04016,1797597.82890263,623301.92274757,36.04428414,-86.57809175,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2201?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.04428414, -86.57809175)"
2023,PV-10322,Paving,Paving,GREENBRIER RD - WHITES CREEK PK - COUNTY BOUNDARY,GREENBRIER RD - WHITES CREEK PK - COUNTY BOUNDARY,Paving project: GREENBRIER RD - WHITES CREEK PK - COUNTY BOUNDARY,Paving project needed,01,475150.00,0.00,90612.00,90612.00,100,2016,2016,09/28/2016,10/28/2016,Complete,Paving project on GREENBRIER RD,New,Low,Complete,393-02016,1714864.06767182,739247.23676712,36.36030709,-86.86158327,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2023?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.36030709, -86.86158327)"
1638,PV-11402,Paving,Paving,RUSHING BROOK CIR - STONEMEADE DR - CUL-DE-SAC,RUSHING BROOK CIR - STONEMEADE DR - CUL-DE-SAC,Paving project: RUSHING BROOK CIR - STONEMEADE DR - CUL-DE-SAC,Paving project needed,35,15300.00,14496.25,10141.86,10141.86,100,2015,2015,04/18/2016,04/21/2016,Complete,Paving project on RUSHING BROOK CIR,New,Low,Complete,380-02015,1683917.62499709,623028.2915691,36.0410744,-86.96259617,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1638?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.0410744, -86.96259617)"
2095,PV-11113,Paving,Paving,BEAR RD - VALLEY BROOK RD - VALLEY BROOK RD,BEAR RD - VALLEY BROOK RD - VALLEY BROOK RD,Paving project: BEAR RD - VALLEY BROOK RD - VALLEY BROOK RD,Paving project needed,25,73950.00,65178.75,62379.63,62379.63,100,2016,2016,11/23/2016,12/07/2016,Complete,Paving project on BEAR RD,New,Low,Complete,393-02016,1725596.28774425,648590.86275665,36.1123607,-86.82216964,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2095?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.1123607, -86.82216964)"
5229,,Traffic,Intersection Improvements,21st Avenue & Broadway - Buckingham,BROADWAY At 21ST AVENUE NORTH,Install/modify intersection control features,To provide traffic control features that will improve and make safer vehicular traffic and pedestrians when traversing through,19,1905282.71,1905282.71,0.00,1905282.71,0,,"4th quarter, 2017",03/27/2015,,In Progress,Intersection improvements under construction,Rehabilitation,Medium,Under Construction,445-01015,1732591.69128846,661680.55418144,36.14845265,-86.79903223,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5229?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.14845265, -86.79903223)"
1718,PV-SUM-18209,Paving,Paving,CALUMET CT - CALUMET DR - CUL-DE-SAC,CALUMET CT - CALUMET DR - CUL-DE-SAC,ROADWAY RESURFACING PAVING PROJECT ON 'CALUMET CT',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",33,8500.00,13387.50,10204.93,10204.93,0,2017,2017,,04/20/2017,Complete,PAVING PROJECT: 'CALUMET CT - CALUMET DR - CUL-DE-SAC',New,Low,Complete,355-02017,1786140.87481758,631014.86921949,36.06527889,-86.61700569,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1718?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.06527889, -86.61700569)"
2527,,Bridge,Cut Vegetation/Remove Debris,Sawyer Brown Rd,Sawyer Brown Rd/ Overall Creek between Cedar Forrest Dr and Williamport Ct,"Cut vegetation, Remove drift",To repair the jobs identified by customer service request and to insure the safety of the traveling public,22,2268.00,2268.00,2008.00,2008.00,100,,,01/24/2017,01/24/2017,Complete,Vegetation removal complete,Maintenance/Repairs,Medium,Complete,235-02015,1693447.92762281,645083.23187515,36.1019109,-86.93107172,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2527?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.1019109, -86.93107172)"
5573,,Bridge,Maintenance and Repair Jobs,Marrowbone Lake Road/Marrowbone Creek Bridge TDOT Load Posting,On MARROWBONE LAKE RD Between LAKE RD And GRAYS POINT RD,"In response to the Tennessee Legislature's changes to laws that govern the movement of over-weight vehicles under annual permits, TDOT has created a third class of weight posting limits. The Marrowbone Lake Road/Marrowbone Creek bridge is one of the bridges identified for this third class of weight posting limits. Metro Nashville Public Works shall post the bridge as well as notify motorists on the approach streets of the upcoming load posted bridge.",The Marrowbone Lake Road/Marrowbone Creek Bridge has been identified by TDOT to receive a load posting of 40 Tons.,01,750.00,750.00,3654.85,3654.85,0,10/30/2017,11/03/2017,10/30/2017,10/30/2017,Complete,The load posting signs and advanced warning signs where installed in accordance with the Manual on Uniform Traffic Control Devices.,Maintenance/Repairs,High,Complete,215-04017,0,0,0,0,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5573?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(0.0, 0.0)"
2562,,Guardrail,Guardrail Repairs,Hickory Hollow Pkwy/ CSX RR,Hickory Hollow Pkwy Over CSX RR Between Crossings Pl And I-24,Remove and replace all guardrail and install paddleboard signs at all four corners of the bridge,To address the bridge maintenance recommendations that are identified from TDOT's inspection report and to ensure the safety of the traveling public. Install all guardrail to current TDOT Standards.,32,14089.00,13907.00,17742.23,17742.23,0,09/01/2017,09/01/2017,09/22/2017,09/22/2017,Complete,Guardrail and paddleboad signs installation complete,Maintenance/Repairs,Medium,Complete,200-04016,1776262.56251813,623158.00374407,36.04352099,-86.65025494,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2562?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.04352099, -86.65025494)"
5591,PV-SPR-18558,Paving,Paving,STONER CREEK CT - STONER MILL LN - CUL-DE-SAC,STONER CREEK CT - STONER MILL LN - CUL-DE-SAC,ROADWAY RESURFACING PAVING PROJECT ON 'STONER CREEK CT',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",11,10200.00,16763.00,12750.67,12750.67,0,1900,1900,01/01/1900,09/07/2018,Complete,PAVING PROJECT: 'STONER CREEK CT - STONER MILL LN - CUL-DE-SAC',New,Low,Complete,1061-01018,1795119.16666667,681482.41666667,36.20407028,-86.58766252,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5591?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.20407028, -86.58766252)"
1143,PV-10148,Paving,Paving,FAIRCLOTH LN - KNAPP BV - MURFREESBORO PK,FAIRCLOTH LN - KNAPP BV - MURFREESBORO PK,Paving project: FAIRCLOTH LN - KNAPP BV - MURFREESBORO PK,Paving project needed,13,80750.00,0.00,43042.97,43042.97,100,2015,2015,03/16/2015,04/16/2015,Complete,Paving project on FAIRCLOTH LN,New,Low,Complete,380-02015,1771810.27119849,645977.46722406,36.10610757,-86.66584387,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1143?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.10610757, -86.66584387)"
5835,PV-FL-18688,Paving,Paving,JONES AVE - E TRINITY LN - PVMT JOINT SOUTH OF JONES PARK CT,JONES AVE - E TRINITY LN - PVMT JOINT SOUTH OF JONES PARK CT,ROADWAY RESURFACING PAVING PROJECT ON 'JONES AVE',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",08,184450.00,190818.34,184081.79,184081.79,0,,,,06/02/2018,Complete,PAVING PROJECT: 'JONES AVE - E TRINITY LN - PVMT JOINT SOUTH OF JONES PARK CT',New,Low,Complete,355-02017,1744960.41666667,682212.75,36.20512941,-86.75768393,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5835?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.20512941, -86.75768393)"
355,PV-FL-10412,Paving,Paving,BRICKDALE LN - CREEKWOOD DR - VAILVIEW DR,BRICKDALE LN - CREEKWOOD DR - VAILVIEW DR,PAVING PROJECT: BRICKDALE LN - CREEKWOOD DR - VAILVIEW DR,PAVING PROJECT NEEDED,03,72250.00,63999.00,55406.19,55406.19,0,2016,2016,,03/24/2017,Complete,PAVING PROJECT: 'BRICKDALE LN - CREEKWOOD DR - VAILVIEW DR',New,Low,Complete,393-02016,1740661.29895636,692503.59589992,36.23330815,-86.7725312,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/355?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.23330815, -86.7725312)"
1928,PV-18355,Paving,Paving,NATCHEZ TRCE 2 - WESTWOOD AVE - WOODLAWN DR,NATCHEZ TRCE - WESTWOOD AVE - WOODLAWN DR,Paving project: NATCHEZ TRCE 2 - WESTWOOD AVE - WOODLAWN DR,Paving project needed,18,17000.00,0.00,22756.88,22756.88,100,2014,2014,05/26/2015,06/26/2015,Complete,Paving project on NATCHEZ TRCE,New,Low,Complete,342-02014,1728562.87510931,653781.66674202,36.12666398,-86.8124553,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1928?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.12666398, -86.8124553)"
5237,,Traffic,Pavement Marking Maintenance,Nolensville Pike & Morton Ave,NOLENSVILLE PIKE at MORTON AVENUE,Install/modify intersection control features,To provide traffic control features that will improve and make safer vehicular traffic and pedestrians when traversing through the intersection,16,168882.55,168882.55,168882.55,168882.55,0,,,08/11/2014,01/07/2015,Complete,Intersection improvements complete,Maintenance/Repairs,Medium,Complete,543-07014,1749061.19186035,646245.73721402,36.1064107,-86.7428547,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5237?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.1064107, -86.7428547)"
1389,PV-SPR-17968,Paving,Paving,DINWIDDIE DR - AURORA AV - DEAD END,DINWIDDIE DR - AURORA AV - DEAD END,ROADWAY RESURFACING PAVING PROJECT ON 'DINWIDDIE DR',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",10,92650.00,82036.20,81794.09,81794.09,0,1900,1900,01/01/1900,07/16/2018,Complete,PAVING PROJECT: 'DINWIDDIE DR - AURORA AV - DEAD END',New,Low,Complete,1061-01018,1761748.85166007,711169.07005052,36.28501565,-86.70143104,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1389?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.28501565, -86.70143104)"
1270,PV-SPR-11276,Paving,Paving,HICKORY PARK CT W - HICKORY PARK DR - CUL-DE-SAC,HICKORY PARK CT W - HICKORY PARK DR - CUL-DE-SAC,ROADWAY RESURFACING PAVING PROJECT ON 'HICKORY PARK CT W',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",32,24650.00,26575.50,25181.42,25181.42,0,2017,2017,,04/04/2017,Complete,PAVING PROJECT: 'HICKORY PARK CT W - HICKORY PARK DR - CUL-DE-SAC',New,Low,Complete,355-02017,1769500.95716063,621890.64119486,36.03990038,-86.67307602,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1270?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.03990038, -86.67307602)"
2157,,Guardrail,Guardrail Repairs,Scotts Creek Parkway/ Branch,Scotts Creek Pkwy Over Scotts Creek Between Scotts Creek Cir And Tulip Grove Rd,Repair recommendations include installation of safety features,To repair the jobs identified by TDOT's inspection report and to ensure the safety of the traveling public,12,14808.00,14808.00,12810.68,12810.68,100,,,08/08/2016,08/09/2016,Complete,Guardrail repairs are complete,Maintenance/Repairs,Medium,Complete,14-04016,1793893.53020889,681152.52259731,36.20313695,-86.59180485,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2157?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.20313695, -86.59180485)"
